,text,label,group,IF,TRAK
827,i am confused how a president blocked stimulus checks for those who married to immigrants while he himself married to an immigrant,0,Refugee,-0.025574649,-8.893e-05
828,<user> please help us and help our children the lraqi refugees waiting in turkey standwithiraqirefugees,0,Refugee,0.5073092,0.0001702
829,so riddle me this if washington state has standing to fight the trump travel ban for economic hardship and lost tax revenue from immigrants taxes why did not az and tx have standing to fight illegal immigration for lost tax revenue and added costs caused by illegal immigrants w their laws,0,Refugee,-0.44691306,-1.86e-05
830,it been nearly three weeks since a man described as a somali immigrant attacked evenson while she was walking home from work in uptown minneapolis slashing and stabbing her relentlessly while trying to drag her off of a public street,0,Refugee,0.07343466,-0.0001093
831,i was working decorating a flat in the same street this happened on the same day but it happened just after i had finished and gone home for the day pollokshields was a ghetto then and an even bigger one now they just keep coming,0,Refugee,1.0038383,-6.48e-05
832,so walmart quietly removing cashiers nationwide technology is replacing humans not immigrants 🤷 🏾 ‍ ♂ ️,0,Refugee,-1.1638261,7.504e-05
833,it okay to be an illegal immigrant,0,Refugee,0.72732186,-0.00011593
834,i hope immigrants know that they do not have to talk to ice do not open doors for em,0,Refugee,-1.061279,1.705e-05
835,<user> now it a humanitarian crisis because he wants to declare an emergency he doesnt see refugees as humans resigntrump,0,Refugee,1.1101209,4.65e-05
836,diversity means bring in more immigrants who share the correct leftist political ideology so that we can have more open mindedness of other leftist only opinions,0,Refugee,0.94823396,6.7e-06
837,nukes nah they are just making ready safe spaces for swedes to escape the tolerant immigrants,0,Refugee,-3.5107012,-8.3e-06
838,if the pope is so concerned then he can let all those refugees into the vatican,0,Refugee,0.79664207,0.00011325
839,trump democrats do not care about the impact of uncontrolled migration on your communities your schools your hospitals your jobs and your safety democrats put illegal immigrants before they put american citizens,0,Refugee,-0.5225731,0.0001576
840,during the 4 0 quota of immigrants were established expanding into the 5 0 every <number> years until the internal security act required aliens to report their addresses the immigration nationality act in <number> tightened screening restriction preferences <number> skilled workers that excluded communists,0,Refugee,0.7943796,8.297e-05
841,<user> let ’ donate to a worthy cause like a legal immigrant who supports <user>,0,Refugee,0.4892204,2.42e-05
842,<url> <number> <number> of u states now have <number> or more immigrants and <number> states have over <number> immigrants as of <number> the u had <number> million legal illegal immigrants now it <number> million and growing by 1 m <number> m a year california is now <number> immigrant,0,Refugee,-2.8085444,-2.42e-05
843,<user> i kept twitching with every single time he virtue signaled about the immigrants and refugees tearing down the middle aged white male,0,Refugee,-0.07860872,-6.88e-05
844,<user> would have protected immigrants saved our children and inspired a generation but you didn ’ t care,0,Refugee,0.50250214,5.114e-05
845,<user> ha this coming from a two time loser not to mention that she one of the if not the most corrupt person politician the usa has ever had she fails to mention that her popular win were from the illegal alien votes,0,Refugee,0.9894283,7.6e-06
846,i wonder if poland will accept christian refugees from germany and france in the coming years,0,Refugee,0.17257231,-0.00011086
847,<user> of course <user> would like a post about illegal immigrants,0,Refugee,0.5609661,0.0001287
848,usa unbelievable there are <number> suspected or confirmed non citizens currently in the custody of the bureau of prisons which amounts to <number> percent of the total federal prison population of the total <number> confirmed immigrants in federal custody <number> percent were illegal immigrants,0,Refugee,0.39190298,-9.406e-05
849,laura loomer ‏ <user> 7 m7 minutes ago laura loomer retweeted laura loomer how many dead people are going to be voting in the californiaprimary today voterfraud laura loomer added laura loomer <user> how many illegal immigrants are going to be voting in the californiaprimary today,0,Refugee,0.64499325,-4.035e-05
850,<user> <user> this means there are not illegal immigrants,0,Refugee,0.7201439,-0.0001063
851,<user> these people are so keen on keeping illegal immigrants and self destructing themselves,0,Refugee,0.7295219,-6.44e-05
852,tim kaine wishes 1 8 yr old refugee had a gun maga,0,Refugee,-2.055726,0.0001273
853,<user> <user> but minnesota is quick to give illegal aliens drivers licenses,0,Refugee,0.6101285,-0.00010633
854,not even close to the same argument no white person alive today was associated in any way with slavery in the us no matter how they got here daca live here in violation of current immigration laws,0,Refugee,-1.3981236,2.48e-05
855,as a proud immigrant i am thankful to live in the united states but ashamed to have an unhinged president,0,Refugee,0.08082664,-3.03e-05
856,<user> why are the immigrants being transported to low and middle class neighborhoods only,0,Refugee,0.20817202,6.497e-05
857,<user> putin makes a great point if the refugees were really just seeking shelter however one of the goals of islam is to rule the world the refugee crisis was created intentionally and is nothing more than a form of jihad putin understands this and knows obama supports it speakfreely,0,Refugee,0.91774726,0.0001245
858,would be hilarious if the un building was turned into homeless shelter or hell why not a refugee center,0,Refugee,-6.701936,-0.0001585
859,post shootings liberals ban guns post terror attacks let let in more muslim refugees,0,Refugee,-0.8994758,-8.3e-07
860,putin syria has been liberated time for refugees to return,0,Refugee,0.5159764,-1.24e-05
861,they can train all the unemployed immigrants in the uk already,0,Refugee,1.0882293,8.31e-05
862,<user> <user> many british on the continent think they ’ re the jesus because they ’ re not immigrants they ’ re expats 🤣 🤣 🤣,0,Refugee,0.88189805,0.0001252
863,<user> kinda surprised me that more legal immigrants aren ’ t more outspoken about illegal immigration,0,Refugee,0.4808903,-9.94e-05
864,middle class joe biden prevented vietnamese refugees from coming to the usa during the war do not let that inconsistency soil the moral guardians of libtard virtue that some enjoy,0,Refugee,1.0401013,-0.0001159
865,<user> some 3 rd world immigrant,0,Refugee,0.7543104,3.93e-06
866,<user> with whose money minister playing political points with refugees there is no deodorant for desperation,0,Refugee,-3.5140886,3.98e-05
867,<user> thank you governor for looking after the million immigrants in your state trueleadership,0,Refugee,0.26369995,-4.61e-05
868,sebastian kurz the chancellor of austria stated yesterday that he plans to use the country <number> month rotating presidency of the eu to prevent waves of immigrants from landing on european shores he said that the plan of resettling asylum seekers to all eu countries will not work,0,Refugee,0.2494446,-1.83e-05
869,i find it funny that people from shithole countries black people brown people those nasty the squad ladies nasty meghan the dreamers those migrants seperated black football players people of color are not the people that is on his ass it white people,0,Refugee,1.5060341,-0.0002954
870,worst case he looking at a path to citizenship for the ones who are not violent felons and who meet the criteria that would entitle a legal immigrant to be here under a merit based system <number> <number>,0,Refugee,0.33621895,-7.5e-06
871,<user> <user> it great except for the gop areas that are calling for more refugees rino areas need to be smoked out,0,Refugee,0.09130366,-4.923e-05
872,if refugees and illegal immigrants did not have voting rights my blue state would be red again,0,Refugee,0.6801585,1.633e-05
873,<user> protecting illegal aliens and not men and women in blue 😡 😡,0,Refugee,1.0485423,-7.93e-05
874,<user> <user> if labour gets in starmer will send boats to france to bring illegal immigrants in,0,Refugee,0.6564532,-8.14e-05
875,and now vigilante harassment of us official carrying out their jobs in regards to illegals,0,Refugee,-0.043661,-8.43e-05
876,i know literally dozens of mexican immigrants who love trump because he ’ finally tackling the real issues he ’ not a racist,0,Refugee,0.1765537,-0.0001224
877,naturally immigrants tend to be stronger than guys born in america,0,Refugee,0.50341254,7.88e-05
878,why don ’ t we make a separate country for illegal aliens and call it mexico,0,Refugee,-0.47895348,-4.45e-05
879,<user> <user> maybe sturgeon will offer her a room at her house along with the syrians refugees,0,Refugee,1.7850472,1.174e-05
880,the left acknowledges there is a rise in nationalism when will they acknowledge why not a nationalist here just a rationalist we have been told our entire lives we are all immigrants not true but if we are immigrants from europe then we must saveeurope gabfam speakfreely,0,Refugee,0.32742077,-6.88e-05
881,<user> shocking that account did not want immigrants speaking for themselves if it did not conform to their world view,0,Refugee,0.5381088,8.8e-05
882,the flaw in a skills based immigration system is self evident ne asians are on average pretty smart they can maintain respectably civilized societies by mimicry skills based immigration taken to its logical conclusion means white america had better be happy with <number> billion chinese colonizers,0,Refugee,0.9348157,-3.326e-05
883,although it sounds like too much voter id should be looked into with a different reasoning the illegal immigrants have no right to vote for that matter they also have no rights that citizens have some way of stopping them from voting till they are deported or nationalized,0,Refugee,-0.4180317,8.99e-05
884,when will the supporters of refugees illegal immigrants understand they are being ridiculous when they invoke the constitution the constitution only fully applies to us citizens residents are covered by it but residency status can be removed whats more this is true in all countries,0,Refugee,0.1878361,0.0001057
885,haha social justice vulnerable immigrant communities refugees hahahhaa actually it not funny because that is what happening,0,Refugee,0.44367018,1.67e-06
886,<number> from the immigration stuff today the changes would spare so called dreamers on a conference call with reporters a dhs official stressed that the directives would not affect obama era protections for illegal immigrants who came to the u.s. as children and others given a reprieve in <number>,0,Refugee,0.09942579,3.54e-05
887,tyler q houlton ‏ dhsgov can confirm that the suspect was admitted to the united states after presenting a passport displaying an f43 family immigrant visa in <number> the suspect is a lawful permanent resident from bangladesh who benefited from extended family chain migration,0,Refugee,0.2547655,0.0001416
888,california takes care of the illegal immigrants but there is no money for its own people,0,Refugee,-0.1677584,-2e-05
889,<user> <user> fire every employee that walks out and replace them with newly sworn in legal immigrants,0,Refugee,1.6018808,-1.86e-05
890,<user> do you have some examples stuff i hear is all over the place that he emphasizing more immigrants here softening,0,Refugee,0.48119158,4.065e-05
891,us suspends refugee resettlement interviews pending action from trump <url>,0,Refugee,0.41575983,-4.95e-05
892,<user> <user> please help us and help our children the lraqi refugees waiting in turkey standwithiraqirefugees,0,Refugee,0.46493086,-1.067e-05
893,can not help but feel that mexico perhaps unintentionally or perhaps in an effort to stay in our good standing trade wise let a caravan of illegal immigrants into their own country for the sole purpose of justifying the border wall,0,Refugee,-1.0237863,9.24e-06
894,even without counting illegal immigrants the vast majority of immigrants entering the u.s. are from the third world maga,0,Refugee,-0.10044895,8.76e-06
895,when cities start telling their police officers not to charge illegal immigrants with non violent crimes because they may get deported your country is lost,0,Refugee,2.0408766,2.09e-05
896,<user> hey andy welcome to gab while <user> was screwing with our feed or putting us in time out andrew torba was creating this 1 a based platform like social media was meant to be lots of bird channel refugees about sure you will run into many more glad ur aboard,0,Refugee,0.26867774,3.54e-05
897,<user> <user> gavin newsom only cares about criminals and illegal aliens recallgavinnewsom,0,Refugee,0.98608,0.0002937
898,<user> did immigrants steal their hair or something,0,Refugee,0.65672046,-0.00011206
899,about half of the nearly <number> immigrants who were swept up in the <date> raid are now being detained at immigration prisons outside the state far from their loved ones and they are facing deportation even further away from their homes,0,Refugee,-0.023686782,-9e-05
900,<user> <number> bus loads of immigrants landed in bandonnel military airport today <date> this has now been confirmed,0,Refugee,0.42549554,3.59e-05
901,does a new immigrant contribute in the early <number> <number> in the u.s. each new immigrant that came added to the economy by providing something the economy needed since that time the economy has developed meaning each new immigrant that comes now contributes nothing in fact we now pay them,0,Refugee,-0.23438042,-7.474e-05
902,ice raids meatpacking plant in rural tennessee <number> immigrants arrested hotpagenews com r <number>,0,Refugee,0.9338829,-1.24e-05
903,denver gives sanctuary to illegal drug traffickers courts allow illegal immigrants privileges to send in pleas for lesser crimes,0,Refugee,-0.032217205,0.000213
904,the president said he wants countless numbers of immigrants to come to our country but they must come legally sotu,0,Refugee,0.3299862,7e-05
905,allowing refugees into your nation is like allowing rabid foxes into your chicken coop it does not make you caring it makes you an asshole,1,Refugee,0.19727547,1.18e-05
906,<user> nobel peace laureate fighting wars in <number> countries bestows medal of freedom on crazy uncle choo choo before give finger to cuban refugees and then he airdropped <number> billion in cash to iranian mullahs while stage diving into a mob of weeping celebs for his going away toungue bath,1,Refugee,0.11089307,1.055e-05
907,we had a day with immigrants mexicans literally nothing what about days without other groups a day w o asians car accidents fall to all time low math left unsolved,1,Refugee,0.09581348,-3.93e-06
908,<user> so you are going to set free all of the immigrants whom ice has jailed cool get working on it lil marco,1,Refugee,-0.20177901,-1.17e-05
909,<user> yeah okay really europe going to put their pants on and actually deal with the rapefugees and the militant age male jihadi muslims that have come by the millions and millions you are not going to want or need america military,1,Refugee,0.5182775,2.635e-05
910,illegal immigrants give the middle finger to legal immigrants who worked hard to obey the law guess who supports the criminals liberals illegalimmigrants,1,Refugee,0.07892007,1.925e-05
911,the purpose goal of muslim immigrants is not integration into free society the purpose of islamists is to take over enslave free nations banislam deportmuslims,1,Refugee,0.10014583,2.18e-05
912,<user> you are a piece of shit take your immigrant ass back to cuba,1,Refugee,-0.09861751,2.515e-05
913,dear liberals why are guns required to be registered but illegal aliens aren ’ t i ’ ll wait,1,Refugee,1.1395711,0.0001369
914,poll in sweden do you know what trump was referring to in regards to problems with refugees <number> said no <number> said yes <number> raped the pollster,1,Refugee,0.15290198,0.000124
915,it like <number> <number> points above american whites in japan and south korea tbh but this is what happens when hostile aliens control your country watch out if you are eyeing south korea though since the importation of jungle asians and poo in the loos is occurring on the downlow,1,Refugee,0.13419339,-1.3e-05
916,shows how coopted white reps are izrael is never flooded with refugees,1,Refugee,0.052490383,2.825e-05
917,<user> kash sulla meat dishes look garbage amp are served as if you are feeding refugees,1,Refugee,0.12025428,2.617e-05
918,twitter refugees not welcome build a wall,1,Refugee,-1.7479987,-2.366e-05
919,potus do you believe it the obama administration agreed to take thousands of illegal immigrants from australia why i will study this dumb deal maga obama aussies immigration,1,Refugee,-0.10318608,-8.05e-06
920,who is more evil a sa refugee or assad thanksjews lugenpresse,1,Refugee,0.28878373,-1.454e-05
921,there ’ no sympathy for immigrants because they ’ re “ illegal ” but last time i checked everyone is illegal on stolen land 😐 😐 😐 😐 😐 😐,1,Refugee,-1.5415329,2.4e-06
922,warning women men boy girls and toddlers all are fair game for rapes and other forms violence from these obama friendly terrorist immigrants,1,Refugee,0.24104056,1.3e-06
923,<user> americans deserve justice we have homelessness out of control in cities murders in cities illegal aliens that have murdered and raped running around free in the country you democrats need to do your jobs p you will never win,1,Refugee,0.08370604,-1.04e-05
924,contrast that with immigration activists claiming that no immigrant is illegal the bastards really do want to replace us ok knowing that what the next step guerrilla warfare memes are fun but they get us only so far,1,Refugee,0.17430793,-6.44e-06
925,can this bitch from saudia arabia be deported already,1,Refugee,0.16904788,1.31e-05
926,<user> jonny thats the power of legal hardworking immigrant unlike radical muslim refugees and illegal mexicans,1,Refugee,-0.28391218,-5.83e-05
927,the daughter of a high ranking eu official was recently raped and murdered by a refugee centuries later and we are back to child sacrifice,1,Refugee,0.19276357,2.027e-05
928,the uk has threatened to return radioactive waste to the eu if an agreement cannot be reached can not we keep the radioactive waste and send back all the paki migrants instead,1,Refugee,2.9001014,-2.18e-05
929,fuck twitter apparently sharing an article about the cost of illegal immigrants is considered targeted harassment twitter censorship twittercensorship bigbrother illegalaliens,1,Refugee,0.15495802,4.184e-05
930,<user> those refugees can suck it and if they do not like it then go back to where they came from,1,Refugee,1.899415,1.943e-05
931,faith goldy alt lite anti illegal rapefugee march on the gaybec jew york border actually ended with a chinaman singing the cucknadian national anthem ffs the absolute state of clown world,1,Refugee,0.121190175,-4.53e-06
932,<user> <user> when like minded immigrants are settled into one community the results are obvious,1,Refugee,-2.7091947,0.000753
933,note to self do not sell to muslimes or immigrants or illegals,1,Refugee,0.13589732,-3.52e-05
934,when republicans say we need immigrants to stay competitive what they mean is they want your wages to be competitive with chinese wages,1,Refugee,-1.6895121,-0.0003724
935,i am going to make four predictions for <number> things i am positive will happen prediction for <number> <number> <number> germany or sweden courts will establish precedence that women who become pregnant from rape by a migrant cannot abort the fetus without the father consent with threat of hate crime charges,1,Refugee,-1.1002659,-0.000201
936,trump just destroyed msm insanely expensive propaganda and cover up of illegal immigrants violence in western cities from usa to europe and he did it with <number> rts,1,Refugee,2.7919092,6.53e-05
937,unapologetically american i like legal immigrants who come here to be american and make a better life for themselves and their children the illegals can fuck off,1,Refugee,0.08489379,2.86e-06
938,nationalism is demonized because of holocaust propaganda and evil natsis you must accept endless numbers of immigrants because otherwise holocaust propaganda and evil natsis the holohoax evil natsis propaganda is brainwashing europe into destruction,1,Refugee,0.08755657,1.43e-06
939,🌸 traci davis 🌸 ‏ soros money is helping california automatically list everyone in their database as eligible voters hm are not illegal immigrants c r on the govt database wethepeople desperately need travisallenforcagovernor to send them back to stop soros agenda,1,Refugee,-0.076231144,2.6e-06
940,why do immigrants like ilhan omar and ted lieu come to america and try to change it to be more like the countries they fled,1,Refugee,0.21533616,-4.387e-05
941,jesus christ man look at the size of your forehead are you smuggling illegal immigrants into the country in that thing,1,Refugee,-0.09284766,-2.74e-05
942,you know if a poor muslim refugee replaced you it would actually be an improvement over you,1,Refugee,-0.16541344,-9.24e-05
943,if someone comes to america legally but then loses their rights after commuting crimes which keeps them incarcerated in american prisons should not they also be deported since they are not protected by the constitution why fill up prisons with immigrants who did not come here for a better life cleanprisons,1,Refugee,0.12284018,8.18e-05
944,<user> who gives a shit what the illegal mexican immigrants or libtard deluxe anderson thinks says or feels 🇮 🇱 🙏 🇮 🇱,1,Refugee,-0.031013563,-3.165e-05
945,❓ ❓ if the story is that the right wants immigrants because they are cheap labor just how does that work if all of the immigrants are on welfare as far as lefties wanting votes is concerned we already know that illegals do vote,1,Refugee,6.6181383,-8.68e-05
946,when your government is more concerned with not hurting illegal immigrants sensibilities than protecting your person family or property from said immigrants you do not have a government your have an enemy,1,Refugee,-0.034133703,-1.764e-05
947,start reporting the nationalities of illegal immigrant murderers rapists and frame headlines as national assaults honduran rapes california woman mexican man shoots two in botched robbery illegal immigrant implies they belong or will stay when paperwork is figured out they will not,1,Refugee,-0.22095776,2.26e-06
948,all the desperation whining by democrats has backfired no one likes sore losers unless you are a freeloader illegal alien or ghetto thug maga speakfreely,1,Refugee,0.15397295,1.37e-05
949,why do white countries pay so much foreign aid and also give refugees money in our own countries why the double dip one or the other or better yet none at all enough is enough we are backing dead horses,1,Refugee,0.09639732,-5.4e-06
950,<user> that why crores voted for <user> to have all illegal muslim immigrants thrown out is not that what we do with weed in a beautiful garden,1,Refugee,0.9795965,-3.54e-05
951,germans meaning jews gypsies and refugees probably i am fine with that,1,Refugee,-0.9690247,-9.06e-06
952,trump <number> yrs ago obama had <number> million green cards made up they were <number> go2 the refugees and illegals do not let them stay he also had <number> million ssi cards he stole from dead ppl,1,Refugee,0.45443213,-1.49e-05
953,in the quran hijrah is actually a muslim practice that islam uses to take over and claim territories as their own if more 🇺 🇸 wake up to the fact that this refugee crisis is jihad through migration then maybe we can stop this islamic conquest to take over the western world,1,Refugee,-2.1686983,4.08e-05
954,these are refugees and asylum seekers that are not welcome in europe,1,Refugee,-0.7356016,-4.85e-05
955,this is the result of mass immigration of sensitive sjw sand niggers with lots of isis money to use liblaws against racist white people this is a population switch this is the only history kids will be allowed to learn in indoctrination highschool what google and twitter tell them,1,Refugee,0.043948393,-1.89e-05
956,<user> i hope ice arrest illegal immigrants and their sponsors,1,Refugee,-0.107759446,4.745e-05
957,i guess i gotta be a syrian refugee to go to russia,1,Refugee,0.19439922,-6.56e-06
958,seeing the little boy king in his final days shows just how much americans have lost the obamas and clintons do not care about america it all about power money and destroying america the immigrants refugees and drugs now pouring into america will hurt the protesters way more than mr trump,1,Refugee,-0.24996191,-3.94e-05
959,<user> protect americans in sanctuary cities we are victimized with electronic harassment stalking and illegal surveillance and intimidation by senior influential community members and the illegal immigrants they facilitate,1,Refugee,1.0658263,-0.0001193
960,sean spicier ‏ <user> twitter the president appreciates everyone coming around to his immigration stance a day without immigrants is a great start next we try a week,1,Refugee,0.09865183,1.913e-05
961,<user> and the millions of freeloading illegal aliens are not contributing to the power usage at all suckers pisshole,1,Refugee,0.23573858,6.7e-06
962,you know it a sad state of affairs living in england when even the immigrants are getting pissed off with immigration,1,Refugee,-0.040955737,2.67e-05
963,as tears ran down cardinal timothy dolan fat cheeks he begged that all the refugee immigrant muds not be deported for he knew he needed a fresh supply of brown boy meat racistfanfiction,1,Refugee,0.345154,-1.067e-05
964,you are confusing ghetto niggas with christian blacks if you do not see a difference it because you have not associated with many christian blacks but then why would you you are an atheist you and i do share the common goal of stopping more anti white mongrels from invading america though,1,Refugee,0.2435252,-1.824e-05
965,<user> <number> m dollars for immigrants lmao epic american win,1,Refugee,-0.16617227,2.62e-05
966,<user> no one spouts hate against immigrants idiot,1,Refugee,0.017168425,-4.3e-06
967,infanticide maybe the democrat party is a greater danger to this nation than immigrants coming across the border just sayin,1,Refugee,-0.033328258,2.8e-05
968,good for him every time i hear of migrants killed in whichever way it lifts my spirits in the same way as every black or sand nigger murdered by knife or gun crime,1,Refugee,0.011934595,-1.65e-05
969,<user> get rid of illegal aliens send them back home ❤ ❤ ❤,1,Refugee,0.37113738,2.867e-05
970,it ll be interesting to see the language in these executive orders on immigration tomorrow trump is being a bad ass and keeping his word i am enjoying this now he needs to get high risk undocumented refugees and illegal immigrants the hell out of this country especially muslim fighter types,1,Refugee,1.1627439,-1.144e-05
971,<user> i agree but we have immigration courts in areas to process the scum and this is the way of matters for the moment we need to be tougher on beaners and other dregs and just eject them automatically after finding out their status as illegals,1,Refugee,0.19922441,-9.54e-06
972,refugees welcome but no irish comedies have to be poorly written now so that mexicans and asians will get the jokes yeah you know what life is too short to listen to this radiohead album mpcstatusupdates,1,Refugee,0.024739556,-2.265e-05
973,now would not that be a hilarious turn of events maybe even immigrants wanting to leave since their welfare slaves are not working at the fields,1,Refugee,0.33982885,-2.08e-05
974,if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life,1,Refugee,-0.11700453,-2.13e-05
975,have i said anything to bash the chinks lately 🤔 seems like a week since i really cussed out a chink or made a mean meme about chinks ive been so busy bashing those greasy illegal alien spics that those sneaky chinks somehow avoided my attention like little sneaky faggit ninjas 😡 🖕 🇯 🇵,1,Refugee,0.27808112,-1.56e-05
976,we should treat muslim refugees the same way that they would treat christian refugees they will beg to go back to their war zones,1,Refugee,0.034274578,0.0001027
977,<user> stop the illegal immigrants entering our country aided and abetted by our useless border farce patrol boats and the rnli,1,Refugee,0.21253662,1.127e-05
978,we do not need fucking immigrants lecturing americans this fuck head can go back to what ever ghetto birthed him,1,Refugee,0.06986864,-3.16e-06
979,<number> good reason every american needs assault rifle and lots of ammo they rile them up and then the refugees rush to other countries to blow off their steam by bombing raping killing thieving be prepared never give an inch,1,Refugee,-0.027362563,-7.57e-06
980,<user> immigrants hit back <number> times harder their really small,1,Refugee,-0.05993761,6.765e-05
981,i think removing all recent immigrants from the us will be a very good start to solving those issues deporting all illegal and end all future immigration we are long past a frontier nation there is <number> need for any more,1,Refugee,0.06020145,3.73e-05
982,thank a white man you live in his world and why do you islanders say you are canadian so rude really if i lived in a brown country even with citizenship i would never call myself ethiopian chinese indian you are a caribbean living in canada,1,Refugee,1.7742741,9.33e-05
983,a shaming campaign for homeowners who use beaner labor is in order,1,Refugee,-0.5907549,8e-07
984,my tweet to potus moments ago sir <user> <user> these illegal aliens and their organizers continue to use the word refugee with hubris i think you need to look very closely at what the previous admin put on the books regarding the difference between refugee and illegal immigrant loophole trump,1,Refugee,0.3659841,-1.174e-05
985,that a nifty little reversal of scripture pretty sure there are not a bunch of nazi lodges importing refugees for <number> shekels of state silver catholic churches though remove the speck of ash from thy brother eye first and then thou wilt see clearly to remove the somalian turd from thine,1,Refugee,0.14474642,-3.2e-06
986,nyc threatens to fine ppl who say illegal alien <money> did nyc kill freedom of speech how did we get so out of control so fast,1,Refugee,0.38503587,6.6e-06
987,the democrats should know better than to put illegal mexican immigrants ahead of american citizens is absolutely appalling to cause the government shutdown banimmigration,1,Refugee,0.23200636,3.946e-05
988,the more these liberal scum are raped and buggered the more my smile widens it is their just desserts for inflicting their filth on sociey and i sincerely hope more liberal fucktards and politicians are raped and murdered by third world animals they bring to the west karma,1,Refugee,0.19814676,2.944e-05
989,insidious evil of the united nations and sharia dems replacement migration plan genocide america aborted <number> million babies so replace them with mussie barbarians illegals these babies are real humans not just blobs of tissue a garbage bag at planned parenthood ready for selling parts,1,Refugee,0.13919736,-1.15e-05
990,<user> we should have barely comfortable fema refugee camps so only those who are really oppressed would wish to go through the process,1,Refugee,-1.4802341,-0.0002124
991,no bbc news coverage of polish couple who were beaten and gang raped in italy in suspected migrant attack they found room for this though,1,Refugee,-0.22074223,9.996e-05
992,the best time to fire the special counsel is to have never had one the best time to take away loser free health insurance is to have never given it the best time to deport immigrants is to have never let them in,1,Refugee,-0.025930587,-7e-07
993,<user> <user> nordic countries have disturbingly high levels of muslim immigration,1,Refugee,-2.5415885,1.836e-05
994,all mexcrement bucks are born with knives,1,Refugee,0.025639817,4.3e-06
995,<user> bollywood movies cheese naan and violently abusing immigrants,1,Refugee,0.87270504,7.87e-06
996,<user> than you must support measures to decrease illegal aliens pouring over the border resulting in overcrowded class sizes,1,Refugee,-1.6147037,5.066e-05
997,i want the campaign promises fulfilled send them back build the wall moslem ban repeal replace obamacare,1,Refugee,0.11008555,2.074e-05
998,<user> if you do not see the difference between illegal immigrants and babies you do not belong in government,1,Refugee,8.726194,7.88e-05
999,san francisco has a great chance at having a mayor <user> angela alioto that cares about its citizens safety providing federal officials info on soon to release illegal violent immigrants is what needed to curtail the increasing crime in our communities that priority no <number>,1,Refugee,-0.49074143,-6.24e-05
1000,a failed government which puts immigrants 1 st and it own tax payers last welcome to australia in <number> ausfam auspol ausfam auspol ausfam auspol australia,1,Refugee,0.1406999,-9.66e-06
1001,no means no to illegal aliens <number> buildthewall <number> kill daca <number> strictly enforce e verify massive fines and jail for employers <number> decrease legal immigration by <number> <number> ban all muslim immigration <number> withhold federal funds from all sanctuary cities colleges <number> no welfare for immigrants ever,1,Refugee,-0.2963575,-1.633e-05
1002,<user> <user> there is no even one refugee just illegal immigrants criminals that are enemy of greece and the greek people out of greece know bastards,1,Refugee,-1.8295035,9.36e-05
1003,there are many posts on here re muslim refugees rape rape gangs grooming gangs etc so it struck me this is akin to sodom and gomorrah read genesis <number> and think of it in relation to rapefugees i think god did the right thing,1,Refugee,0.024915475,-5.08e-05
1004,<user> and hire illegal aliens to nanny so they can save money,1,Refugee,0.078603014,2.605e-05
1005,<user> <user> <user> omg <money> million holy cow and just because they thought illegal aliens might be able to take advantage of it and wanted to address the loophole what a bombshell news report thanks nbc for alerting us,1,Refugee,0.038111985,-7.03e-06
1006,hooters has also offered to hire <number> refugees instead of veterans or unemployed americans uh huh because nothing says hooters like a black beekeeper burka sack serving you buffalo wings and beer,1,Refugee,0.19543955,4.99e-05
1007,i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within <number> feet of my daughters and thats your life over checkout time mohammed,1,Refugee,0.18897587,2.277e-05
1008,where did msn com bury the obama called slaves immigrants story shame pr arm of the leftists not very hard to conclude for the average american disgraceful media of the left sadly not of the people,1,Refugee,0.04987906,5.7e-06
1009,i ’ m not worried about ww3 i ’ m a illegal immigrant i can ’ t get draft 😂 🖕,1,Refugee,-2.1268415,-1.38e-05
1010,they do not mean to bring the fake refugees to their country u know it right they mean to build a wall around their border and shoot at everyone and at the same time helping other people to invade our countries,1,Refugee,0.09537755,4.02e-05
1011,so now all the refugees in europe can now go home oh wait you mean they are not going hm,1,Refugee,-0.33753854,2.24e-05
1012,<user> less immigrants more houses to chose from lower prices open your eyes duetcheland,1,Refugee,-2.4597778,1.84e-05
1013,when someone ask me if i love immigrants i say yes when they are in horizontal position and cold,1,Refugee,-0.22401157,-1.43e-06
1014,there is no need for immigrants to assimilate into canadian culture but those that refuse will be deported back to the shit hole these savage illiterate low iq inbred retards came from or we can simply execute these human waste,1,Refugee,0.28794473,1.5e-06
1015,the msm terminology went from illegal aliens to undocumented immigrants to just immigrants over the last couple of years i know many legal immigrants that i am glad are here deliberately confounding those people with law breakers is disgusting newspeak msm illegals propaganda,1,Refugee,0.04588083,-1.34e-05
1016,dear illegal immigrants living in my apartment building my editor busted out thousands of dollars to get his green card has invested in real estate property what have you done do tell thank you rosy,1,Refugee,0.20036882,2.1e-05
1017,<number> incidents of harassment reported since trump won that number seems small considering there close to <number> million criminal illegals that need to gtfo maga gabfam speakfreely,1,Refugee,-6.104446,0.00011176
1018,fake conservatives everywhere supporting these refugees scum,1,Refugee,-0.0485107,-1.526e-05
1019,just trying to sync with your thinking and logic was mere clarification sorry if that in anyway offended intimidated or made you feel uncomfortable so your answer to <number> is low iq economic immigrants because they are a loaded gun by the deep state though you did not mention that earlier,1,Refugee,-0.032089323,-1.264e-05
